text,title
The Supreme Court has issued notice on petitions filed by the Central Government and the Medical Council of India on these petitions. The Indian Foreign Medical Students Welfare MCI Gurukul Trust and the Association of MD Physicians have filed these petitions. The National Board of Examination has filed a petition seeking at least one reprieve on the NBE norms. To pave the way for doctors returning to these medical colleges to provide an opportunity to doctors who have obtained a medical degree from foreign medical colleges or universities to serve the country during the COVID crisis.,Petition in Supreme Court to allow Indian doctors with MBBS from abroad to be treated
"There was a sudden change in North Korean leader Kim Jong Un's intentions after a meeting with Shi'ite President Vladimir Putin. Kim Jong-un stopped a series of weapons tests after a meeting with US President Donald Trump last year, but suddenly North Korea resumed tests of lethal weapons after successful talks with Putin. North Korea also tested several long-range rocket launchers and weapons in Kim Jong-un's eyes.",Did Kim Jong Un turn his head again? He tested the rocket and expressed his intention.
"In December 2015, Prime Minister Narendra Modi decided to attend the wedding of Prime Minister Nawaz Sharif's grandson in Lahore when he suddenly returned from Afghanistan, a decision that won Narendra Modi worldwide acclaim, but few know that his role was played by External Affairs Minister Sushma Swaraj. When Commonwealth leaders met in Malta, Sushma Swaraj sat next to former Pakistani Prime Minister Nawaz Sharif.","Tell your grandmother, Sushma fulfilled her promise and gave 'what' to Nawaz Sharif's mother."
"When Atal Bihari Vajpayee was the Prime Minister, his traffic suddenly increased when Atalji came here to undergo surgery on his right knee. This was one of the biggest news from the media when Atalji was going to undergo surgery on his knee. And one of the rumors next to the news. Vajpayee got a lot of publicity from March 2014.",Did the media bring Atal Bihari's words today?
"LONDON: More than 1,400 academics, students and activists have come out in strong protest against the UK Home Ministry's order to deny scholar Dr Asia Islam's application for indefinite leave to remain and return to India. The academic has written an open letter to the UK Home Office. She has come to Delhi for a PhD. Asia says she needs to be in India for fieldwork and research. Asia is doing a PhD on the topic ""Gender, Class and Labour in the New Economy of Urban India."" Asia, 31, has also submitted important documents regarding her absence in Britain. Asia received a Junior Research Fellowship for Newnham College University. She was awarded a Gates Scholarship from the University of Cambridge.",Massive protests after Cambridge scholar ordered to return to India
"In his monthly radio programme Mann Ki Baat, Prime Minister Modi once again greeted the nation on Dussehra. Prime Minister Modi said that Dussehra is also a festival to win over the crisis. The Prime Minister said that Dussehra is also a festival to win over the crisis. Prime Minister Narendra Modi said that now the festive season is coming.","PM Modi's' Mann Ki Baat ': Local for vocal, light a lamp for soldiers"
"Rajkot, Oct 11: As per the daily holidays, today's returns from all yards are also restricted amid the sluggish weather in the current markets which are closed due to Saturday. Export subsidies are likely to be available in Singtel. Export subsidies in Singtel are further in the range of Rs 955 to Rs 960. Loose increased from Rs 955 to Rs 960 as soon as export subsidies are received.",Sluggish weather and lack of demand at Sedals led to a slowdown in sugar-pulses
"Ahmedabad, June 27: At present, the trend of buying gold jewellery facing increasing demand for platinum and diamond jewellery is falling. According to the Assocham survey, the first choice for working women is platinum and diamond jewellery. Consumers are decreasing than investing in gold due to high import duty, increase in base prices. However, the demand for low weight, daily price and low price jewellery is high in the jewellery segment. Jewellers are showing less interest in gold jewellery even due to the problem of high government regulations and mandatory PAN number.",The demand for platinum and diamond jewellery will increase by 25 to 35 per cent.
"Ahmedabad, September 7, 2020: The Crime Branch on Sunday arrested a RIDA criminal for stealing vehicles from various cities and other states of Gujarat.","MBA car thief caught stealing car after watching YouTube videos, buys machines worth two lakh rupees to steal"
"Nadiad, January 1, 2020 On Friday, Kheda district witnessed a steady decline in coronavirus cases since the last one month.",Kheda district records 10 more positive cases as outbreak eases
"Tankara village has a population of 1800. Though many years have passed since the country's independence, people's houses are not getting water in Amarpara village of Tankara taluka, Gujarat. Amarpara village of Tankara taluka has pipelines for drinking water. Amarpara village of Tankara taluka has drinking water pipelines. Amarpara village of Tankara taluka has drinking water pipelines.","In the hi-tech era, this village in Gujarat still does not have access to drinking water."
